id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_postal,code_commune,nom_commune,id_parcelle,longitude,latitude
2019-523133,2019-09-12,Vente,120000.0,PL DE L EGLISE SAINT MARTIN,35850.0,35245,Romillé,35245000AD0846,-1.891167,48.215712
2019-603273,2019-09-26,Vente en l'état futur d'achèvement,349000.0,CHAIS ET CANTABRES,40510.0,40296,Seignosse,40296000BI0015,-1.429474,43.700598
2019-776038,2019-06-26,Vente,118000.0,RUE DES GLAIEULS,54500.0,54547,Vandœuvre-lès-Nancy,54547000AO0047,6.185404,48.665923
2019-1242569,2019-07-01,Vente,72000.0,SQ PAUL MARCEL,84000.0,84007,Avignon,84007000IK0396,4.814478,43.939076
2019-407412,2019-08-21,Vente,261920.0,CHE DE BASSO CAMBO,31100.0,31555,Toulouse,31555841AH0100,1.384674,43.561327
2019-1097314,2019-09-13,Vente,415000.0,RUE DE L ANCIENNE MARE,76550.0,76004,Ambrumesnil,760040000A0308,0.995196,49.857678
2019-947202,2019-10-28,Vente,87000.0,AV DU GAL LOUSTAUNAU LACAU,64400.0,64422,Oloron-Sainte-Marie,64422000BE0046,-0.620392,43.192048
2019-1045183,2019-01-04,Vente,49737.0,LE TREMBLAY,73550.0,73015,Les Allues,730150000C1433,6.561592,45.425102
2019-758630,2019-10-10,Vente,213000.0,RUE DE L ARBALETE,51100.0,51454,Reims,51454000IL0067,4.031553,49.257008
2019-235745,2019-10-10,Vente,526000.0,LE ROND,18410.0,18037,Brinon-sur-Sauldre,180370000E0788,2.208137,47.544664
2019-732493,2019-04-30,Vente,28000.0,PL DE LA REPUBLIQUE,49500.0,49331,Segré-en-Anjou Bleu,49331000AB0386,-0.87001,47.68438
2019-1212933,2019-09-10,Vente,335000.0,LES CHATAIGNIERS,83520.0,83107,Roquebrune-sur-Argens,83107000AL0366,6.626424,43.467925
2019-39346,2019-03-13,Vente,78000.0,MARTELLE,5150.0,5126,Rosans,051260000G0072,5.445799,44.383474
2019-713682,2019-02-21,Vente,55000.0,RUE MASSENET,49100.0,49007,Angers,49007000CH0347,-0.521093,47.47324
2019-69981,2019-03-13,Vente,255000.0,AV JEAN DE LATTRE DE TASSIGNY,6400.0,6029,Cannes,06029000BL0226,7.013807,43.556123
2019-1290944,2019-07-22,Vente,25000.0,LA BURGEADE,87330.0,87097,Val d'Issoire,870970000C0246,0.920698,46.094019
2019-900973,2019-07-12,Vente,225000.0,RUE DU ROUGE MANCHON,62136.0,62502,Lestrem,62502000BY0120,2.669497,50.609016
2019-1414900,2019-09-20,Vente,220000.0,RUE TRUILLOT,94200.0,94041,Ivry-sur-Seine,94041000AM0046,2.392373,48.810478
2019-635334,2019-04-18,Vente,34500.0,RUE ALEXANDRE VIALATTE,43000.0,43157,Le Puy-en-Velay,43157000AL0242,3.901573,45.042372
2019-1411410,2019-04-03,Vente,283800.0,RUE L'INSURRECTION PARISIENNE,94600.0,94022,Choisy-le-Roi,940220000B0087,2.403367,48.770645
2019-1244148,2019-10-15,Vente,70962.5,LA COUPE D OR,84000.0,84007,Avignon,84007000HK0009,4.821989,43.924659
2019-512531,2019-05-21,Vente,90000.0,AV BRIZEUX,35740.0,35210,Pacé,35210000BI0084,-1.768828,48.145881
2019-895889,2019-06-19,Vente,37000.0,LE MARAIS AU DESSUS LA SCA,62118.0,62128,Biache-Saint-Vaast,62128000AL0109,2.952161,50.304593
2019-1404950,2019-04-25,Vente,315000.0,AV DU GENERAL LECLERC,94700.0,94046,Maisons-Alfort,940460000D0007,2.421529,48.815663
2019-886545,2019-10-23,Vente,515000.0,RUE HENRI PAUQUET,60100.0,60175,Creil,60175000AI0004,2.476293,49.266154
2019-735673,2019-12-18,Vente,178000.0,QUERON,50810.0,50046,Bérigny,500460000B0260,-0.943864,49.135236
2019-371494,2019-05-29,Vente,91000.0,RUE MOZART,30900.0,30189,Nîmes,30189000EI0143,4.348447,43.82831
2019-41185,2019-07-09,Vente,70000.0,LES EYSSIROUSES,5350.0,5007,Arvieux,05007000ZA0351,6.728786,44.793991
2019-527428,2019-02-13,Vente,54000.0,LE DOMAINE - MAURE,35330.0,35168,Val d'Anast,35168000ZD0078,-2.022636,47.918182
2019-1114328,2019-07-29,Vente,230000.0,RTE DE NANGIS,77000.0,77288,Melun,77288000AP0086,2.676194,48.540971
2019-553511,2019-06-28,Vente,134000.0,LA VILLE,37370.0,37170,Neuvy-le-Roi,371700000D0571,0.594929,47.604432
2019-403108,2019-03-29,Vente en l'état futur d'achèvement,235000.0,RUE HENRY ABRAM,31700.0,31069,Blagnac,31069000AD0327,1.372392,43.654845
2019-850141,2019-05-14,Vente,90000.0,RUE ANDRE VANDERGHOTE,59820.0,59273,Gravelines,59273000AX0327,2.127117,50.985106
2019-435671,2019-10-23,Vente,173800.0,RUE DES ECOLES,33290.0,33312,Parempuyre,33312000BC0430,-0.605382,44.949843
2019-536917,2019-07-04,Vente,135000.0,RUE DUGUESCLIN,35500.0,35360,Vitré,35360000AB0612,-1.210405,48.123599
2019-2231,2019-07-16,Vente,485470.0,LA CROIX ROUGE,1340.0,1346,Saint-Didier-d'Aussiat,01346000AL0053,5.067594,46.307333
2019-1483783,2019-08-29,Vente,460000.0,AV PHILIPPE AUGUSTE,75011.0,75111,Paris 11e Arrondissement,75111000CM0048,2.394001,48.852667
2019-819167,2019-11-27,Vente,30000.0,RUE DU MARCHE,58230.0,58205,Ouroux-en-Morvan,58205000BT0081,3.944439,47.185829
2019-66967,2019-09-12,Vente,533000.0,RTE DE LA ROQUETTE,6250.0,6085,Mougins,06085000AX0115,6.971084,43.609682
2019-1387542,2019-09-20,Vente,25000.0,RUE ANIZAN CAVILLON,93350.0,93013,Le Bourget,930130000G0167,2.424977,48.935411
2019-1014282,2019-05-07,Vente,70000.0,PRES DE LA COMBE,70300.0,70314,Magnivray,703140000A0301,6.47498,47.780574
2019-33953,2019-01-24,Vente,107200.0,ADRECH DE CHAUVET,4260.0,4006,Allos,040060000A0870,6.566516,44.292868
2019-278326,2019-10-08,Vente,116000.0,RTE DE LA FONT RABILLOU,23400.0,23223,Saint-Moreil,23223000AB0276,1.687305,45.854765
2019-1044963,2019-12-20,Vente,445628.0,LA NOUE,72400.0,72093,Cormes,720930000B0101,0.728679,48.19121
2019-843544,2019-03-22,Vente,132500.0,RUE ARCHIMEDE,59200.0,59599,Tourcoing,59599000CS0281,3.159536,50.734153
2019-1272407,2019-07-31,Vente,283000.0,LES ARRETS,85230.0,85029,Bouin,850290000E0027,-2.008486,46.988657
2019-1427226,2019-09-16,Vente en l'état futur d'achèvement,386000.0,,,94052,Nogent-sur-Marne,940520000J0101,2.483491,48.841426
2019-1090640,2019-12-18,Vente,410000.0,RUE LAMARTINE,76000.0,76540,Rouen,76540000CW0087,1.110099,49.45124
2019-229316,2019-02-01,Vente,25000.0,LA MIVOIE,18110.0,18229,Saint-Palais,18229000ZA0104,2.432397,47.259835
2019-255585,2019-05-06,Vente,31000.0,L ETANG DE BEAUSEJOUR,21130.0,21572,Saint-Seine-en-Bâche,21572000ZD0075,5.362626,47.118137
2019-267297,2019-10-18,Vente,130000.0,RUE DUGUESCLIN,22380.0,22282,Saint-Cast-le-Guildo,22282000AE0217,-2.258602,48.632179
2019-860998,2019-07-10,Vente,169000.0,RUE DE QUARTES,59138.0,59467,Pont-sur-Sambre,59467000AC0270,3.848664,50.225601
2019-843076,2019-02-25,Vente,107000.0,RUE DES VILLAS,59200.0,59599,Tourcoing,59599000IO0141,3.153987,50.696164
2019-219973,2019-12-30,Vente,141300.0,TOUVENT,17430.0,17246,Moragne,17246000ZE0073,-0.764042,45.978411
2019-268033,2019-12-11,Vente,145000.0,LA VILLE CORBIN,22550.0,22143,Matignon,22143000ZH0071,-2.271374,48.598573
2019-1088006,2019-08-06,Vente en l'état futur d'achèvement,265900.0,RUE ANDRE GANTOIS,76410.0,76561,Saint-Aubin-lès-Elbeuf,76561000AM0424,1.014736,49.29885
2019-1463876,2019-09-17,Vente,207000.0,RUE DUREAU,97431.0,97406,La Plaine-des-Palmistes,97406000AD0520,55.639881,-21.124743
2019-1461666,2019-03-27,Vente,100000.0,LOT LES CHAMPACKS,97470.0,97410,Saint-Benoît,97410000BE0723,55.705212,-21.069011
2019-386136,2019-09-30,Vente,155000.0,CHAMPORUS,30450.0,30130,Génolhac,301300000B0618,3.94534,44.346548
2019-244733,2019-04-15,Vente,164000.0,RUE DE LA MEUSE,21121.0,21278,Fontaine-lès-Dijon,21278000BI0448,5.027245,47.338062
2019-23635,2019-06-24,Vente,150000.0,RUE DE VERDUN,2110.0,2358,Grougis,02358000AB0022,3.523693,49.943426
2019-411988,2019-12-30,Vente en l'état futur d'achèvement,238900.0,BD DE L'EUROPE,31700.0,31056,Beauzelle,31056000AI0151,1.36801,43.661299
2019-183247,2019-09-09,Vente,107500.0,LES BRUYERES,14240.0,14664,Sallen,146640000A0192,-0.810892,49.12613
2019-1378876,2019-05-21,Vente en l'état futur d'achèvement,140000.0,,,93029,Drancy,93029000BV0133,2.464238,48.912844
2019-1322151,2019-09-12,Vente,232000.0,RUE DES CHARMES,91230.0,91421,Montgeron,91421000AL0202,2.46645,48.694702
2019-1317422,2019-02-04,Vente,182000.0,AV DU MARECHAL NEY,91860.0,91215,Épinay-sous-Sénart,91215000AK0045,2.511147,48.690657
2019-1127232,2019-01-17,Vente en l'état futur d'achèvement,249000.0,CHE DES FORTES TERRES,77410.0,77118,Claye-Souilly,77118000BM0427,2.688382,48.939275
2019-1396828,2019-06-25,Vente en l'état futur d'achèvement,126600.0,,,93051,Noisy-le-Grand,93051000AV0897,2.541094,48.840345
2019-1272757,2019-08-29,Vente,243200.0,SQ DES MOULINS,85670.0,85204,Saint-Christophe-du-Ligneron,85204000ZC0875,-1.768534,46.823997
2019-499347,2019-06-11,Vente,81100.0,VC 9 COLOMBIERS BEZIERS,34500.0,34032,Béziers,34032000AH0127,3.17564,43.326402
2019-665763,2019-06-13,Vente en l'état futur d'achèvement,185000.0,RUE DU DOCTEUR ROUX,44620.0,44101,La Montagne,44101000AC0354,-1.683804,47.187162
2019-1317460,2019-02-15,Vente,323000.0,ALL DE LA PERSPECTIVE,91210.0,91201,Draveil,91201000AC0386,2.402073,48.687658
2019-1300885,2019-02-05,Vente,115000.0,CHE DU HAUT MEIX,88100.0,88463,Taintrux,884630000A0703,6.878777,48.267732
2019-1293796,2019-11-05,Vente,200000.0,LES PRADES,87190.0,87160,Saint-Léger-Magnazeix,871600000T0087,1.245893,46.307446
2019-239438,2019-01-24,Vente,120000.0,RUE ELIE RIVIERE,19100.0,19031,Brive-la-Gaillarde,19031000BP0039,1.536664,45.162934
2019-1324985,2019-01-21,Vente en l'état futur d'achèvement,140000.0,RUE LUCIEN SERGENT,91300.0,91377,Massy,91377000BP0161,2.261577,48.73162
2019-1401269,2019-06-24,Vente,181400.0,RUE JEAN PIERRE TIMBAUD,93110.0,93064,Rosny-sous-Bois,93064000AE0019,2.483985,48.871426
2019-1061573,2019-02-04,Vente,145600.0,CHE DES FAVRES,74930.0,74220,Reignier-Ésery,742201130A0270,6.236639,46.158584
2019-859274,2019-01-22,Vente,55000.0,LES CAILLOUX,59990.0,59381,Maresches,593810000U2200,3.566939,50.293902
2019-227593,2019-04-24,Vente,22000.0,BOIS DRAHONNET,17350.0,17397,Saint-Savinien,173970000C0346,-0.644499,45.904634
2019-805681,2019-09-14,Vente,248000.0,IMP DES CHARMES,56650.0,56090,Inzinzac-Lochrist,56090000YA0538,-3.262949,47.842523
2019-620812,2019-12-17,Vente,60000.0,PL JEAN PLOTTON,42000.0,42218,Saint-Étienne,42218000BV0102,4.383545,45.439687
2019-184553,2019-08-21,Vente,158200.0,RTE DEPARTEMENTALE 103,14140.0,14362,Lessard-et-le-Chêne,143620000C0120,0.155319,49.078617
2019-720374,2019-07-24,Vente,118200.0,RUE DE LA MOINERIE,49320.0,49050,Brissac Loire Aubance,490500000A0899,-0.43741,47.346105
2019-1261308,2019-01-08,Vente,152000.0,RUE GUYNEMER,85100.0,85194,Les Sables-d'Olonne,85194000AT0266,-1.777151,46.494357
2019-1031903,2019-12-16,Vente,102000.0,LA BORDE,71500.0,71056,Branges,710560000A0242,5.150003,46.670465
2019-393016,2019-07-04,Vente,159000.0,CHE MICHOUN,31500.0,31555,Toulouse,31555833AK0002,1.467416,43.625487
2019-260711,2019-07-16,Vente,194730.0,RUE DE BOUIN,22400.0,22093,Lamballe-Armor,22093000AE0180,-2.511131,48.468624
2019-1464100,2019-10-14,Vente,115000.0,ALL DES CACTUS,97431.0,97406,La Plaine-des-Palmistes,97406000AM0528,55.617865,-21.139086
2019-1025043,2019-10-04,Vente,225806.8,LE CLOSEAU GRIVEAU,71530.0,71154,Crissey,71154000AB0345,4.873641,46.817757
2019-687715,2019-11-25,Vente,354400.0,RUE DE LA MONNAIE,45140.0,45169,Ingré,45169000XO0252,1.854546,47.92963
2019-646295,2019-07-22,Vente,217000.0,AV DOCTEUR HEURTEAUX,44000.0,44109,Nantes,44109000MR0085,-1.559984,47.223153
2019-13630,2019-07-05,Vente,334100.0,RUE DES CYPRES,1330.0,1443,Villars-les-Dombes,01443000BA0289,5.023265,46.002896
2019-725329,2019-08-13,Vente,143000.0,FRETINEAU,49530.0,49069,Orée d'Anjou,490691770B3095,-1.168433,47.34472
2019-180287,2019-06-17,Vente,335000.0,AV BRACKE MOREL,14390.0,14724,Varaville,14724000AA0028,-0.165146,49.286202
2019-749676,2019-05-02,Vente,165000.0,RUE SAINT MARTIN,51300.0,51295,Huiron,512950000D0784,4.543773,48.70184
2019-1221011,2019-08-30,Vente en l'état futur d'achèvement,152000.0,SAINT ROCH EST,83460.0,83004,Les Arcs,830040000D2347,6.482825,43.461527
2019-306613,2019-05-24,Vente,190000.0,CHE DES MARTINS,26120.0,26064,Chabeuil,26064000YZ0072,4.938864,44.922275
2019-764348,2019-12-05,Vente,65000.0,MOREE PRE,52130.0,52497,Troisfontaines-la-Ville,52497000ZP0095,4.993945,48.524607
2019-985772,2019-11-21,Vente,256000.0,AV BERTHELOT,69007.0,69387,Lyon 7e Arrondissement,69387000BK0066,4.853647,45.741204
2019-1236336,2019-07-25,Vente,132000.0,RTE DE LA GARE,83110.0,83123,Sanary-sur-Mer,83123000AN0735,5.818353,43.120385
2019-1137438,2019-11-18,Vente,280000.0,RUE DE TORCY,77360.0,77479,Vaires-sur-Marne,77479000AE0067,2.644552,48.868288
2019-624279,2019-02-05,Vente,180000.0,LES ESSERDINES,42220.0,42028,Burdignes,420280000B0173,4.589464,45.254027
2019-1430872,2019-04-23,Vente,145000.0,PL DES COLONNES,95800.0,95127,Cergy,95127000CZ0160,2.034272,49.045827
2019-978188,2019-11-12,Vente,460000.0,RUE CHAZAY,69005.0,69385,Lyon 5e Arrondissement,69385000CH0105,4.785953,45.746332
2019-300580,2019-01-15,Vente,145000.0,RUE DE GRAND CHARMONT,25600.0,25428,Nommay,25428000AB0012,6.840862,47.534497
2019-947433,2019-11-29,Vente,150000.0,LASSERRE,64570.0,64029,Aramits,640290000E0976,-0.714917,43.113801
2019-94812,2019-05-10,Vente,210200.0,PL DE LA GARE,8200.0,8409,Sedan,08409000AV0048,4.930158,49.695836
2019-243934,2019-03-20,Vente,262000.0,RUE EDOUARD HERRIOT,21240.0,21617,Talant,21617000BD0332,5.010379,47.338596
2019-1212490,2019-08-21,Vente,425000.0,RUE DE BEAU RIVAGE,83700.0,83118,Saint-Raphaël,83118000AV0512,6.77231,43.419578
2019-467124,2019-10-29,Vente,67000.0,LE BOURG,33350.0,33468,Sainte-Radegonde,33468000AE0096,0.017404,44.80613
2019-201828,2019-12-19,Vente,27155.0,LES BARRES,16420.0,16363,Saulgond,163630000B0865,0.78656,45.957649
2019-1151223,2019-08-21,Vente en l'état futur d'achèvement,279000.0,RUE JULES VERNE,78370.0,78490,Plaisir,78490000BC0369,1.950802,48.820045
2019-302812,2019-10-08,Vente,166500.0,RUE DES ECOLES,25400.0,25020,Arbouans,25020000AB0443,6.810169,47.489731
2019-1210089,2019-05-14,Vente,365000.0,RTE DU PLAN DE LA TOUR,83120.0,83115,Sainte-Maxime,83115000AC0782,6.632979,43.316227
2019-917935,2019-07-26,Vente,43000.0,BOUT D AMONT,62380.0,62271,Dohem,622710000B1049,2.183437,50.634711
2019-200642,2019-08-21,Vente,20703.2,LES VIGNES DES LANDES,16490.0,16164,Hiesse,161640000E0346,0.582441,46.049493
2019-1212920,2019-08-30,Vente en l'état futur d'achèvement,272000.0,,,83107,Roquebrune-sur-Argens,83107000CM0290,6.642606,43.506988
2019-1485156,2019-12-17,Vente,145000.0,BD RICHARD LENOIR,75011.0,75111,Paris 11e Arrondissement,75111000AB0016,2.369724,48.866401
2019-1220498,2019-08-08,Vente,217000.0,CHE DE SAINT JEAN,83560.0,83066,Ginasservis,83066000AL0010,5.853948,43.671082
2019-1389831,2019-01-09,Vente,139000.0,AV CHARLEMAGNE,93420.0,93078,Villepinte,93078000BA0187,2.550748,48.955959
2019-258453,2019-03-04,Vente,46000.0,RUE SAINT PIERRE,22000.0,22278,Saint-Brieuc,22278000AT0098,-2.765683,48.512939
2019-699889,2019-07-11,Vente,164500.0,MONTIGNAC,46600.0,46185,Martel,46185000BE0100,1.603788,44.930129
2019-135499,2019-04-23,Vente,145000.0,RUE D ALGER,13005.0,13205,Marseille 5e Arrondissement,132058210H0012,5.389347,43.289482
2019-138488,2019-11-12,Vente en l'état futur d'achèvement,180229.0,BD ROMAIN ROLLAND,13010.0,13210,Marseille 10e Arrondissement,132108570D0141,5.421649,43.279223
2019-1390107,2019-02-12,Vente en l'état futur d'achèvement,195720.83,LES CARREAUX,93420.0,93078,Villepinte,93078000BP0163,2.531756,48.95581
2019-888601,2019-04-06,Vente,110000.0,LES AUGERETS,61110.0,61050,Cour-Maugis sur Huisne,610500000K0137,0.713357,48.459398
2019-653357,2019-03-08,Vente,305000.0,RUE DES ORMEAUX,44450.0,44169,Saint-Julien-de-Concelles,44169000AD0667,-1.384643,47.254613
2019-631891,2019-08-28,Vente,275950.0,CHEM DE LA FOLIE,42153.0,42184,Riorges,42184000BI0131,4.029538,46.055819
2019-313003,2019-06-28,Vente,337000.0,LA PRADE,26770.0,26226,Le Pègue,262260000B0936,5.048148,44.4277
2019-1179409,2019-03-15,Vente,210000.0,LA ROCHE EST,79200.0,79213,Pompaire,79213000AL0052,-0.223869,46.611808
2019-1018541,2019-06-14,Vente,65000.0,VERFONTAINE,70100.0,70100,Broye-les-Loups-et-Verfontaine,70100000ZC0047,5.434641,47.477481
2019-276364,2019-04-18,Vente,115000.0,LA VILLE,23220.0,23139,Moutier-Malcard,231390000A0933,1.940207,46.401968
2019-710664,2019-12-17,Vente,239420.0,FIGEAC,47150.0,47175,Monflanquin,47175000CN0098,0.714455,44.532818
2019-466821,2019-09-25,Vente,80000.0,GLEMET,33860.0,33151,Donnezac,33151000AM0235,-0.434765,45.222269
2019-245095,2019-05-09,Vente,450000.0,RUE CAZOTTE,21000.0,21231,Dijon,21231000EV0079,5.035224,47.319508
2019-186296,2019-04-30,Vente,106000.0,RUE CARNOT,14360.0,14715,Trouville-sur-Mer,14715000AB0189,0.079944,49.367092
2019-12415,2019-03-22,Vente,270000.0,RUE GASTON RAMON,1330.0,1443,Villars-les-Dombes,01443000BO0061,5.031917,45.999481
2019-1168930,2019-11-19,Vente,575000.0,RUE DE LA DAUBERIE,78760.0,78321,Jouars-Pontchartrain,783210000C2037,1.895195,48.769231
2019-213861,2019-05-22,Vente,70000.0,LA MORELIERE,17650.0,17323,Saint-Denis-d'Oléron,17323000AA0131,-1.397344,46.043125
2019-81906,2019-12-11,Vente,152000.0,PL SAINTE LUCE,6800.0,6027,Cagnes-sur-Mer,06027000BV0186,7.149997,43.665024
2019-536568,2019-04-23,Vente,130000.0,IMPASSE DU CHAMP LONG,35220.0,35068,Châteaubourg,350682980A1884,-1.387399,48.109687
2019-1445835,2019-10-18,Vente,538230.0,AV DU PORT ARTHUR,95600.0,95203,Eaubonne,95203000AN0674,2.279403,48.981792
2019-1200625,2019-01-16,Vente,54000.0,RUE FERMAT,82200.0,82112,Moissac,82112000DK0128,1.086568,44.10584
2019-536686,2019-06-07,Vente,53000.0,LA GREE DE BAS,35130.0,35008,Availles-sur-Seiche,350080000B0265,-1.194232,47.953614
2019-1137383,2019-11-08,Vente en l'état futur d'achèvement,205000.0,CHE DE GOUVERNES,77400.0,77243,Lagny-sur-Marne,77243000AI0365,2.699412,48.873498
2019-319391,2019-07-19,Vente,210000.0,LE BOURG,27430.0,27202,Daubeuf-près-Vatteville,272020000G0181,1.303115,49.267482
2019-1111478,2019-04-12,Vente,224000.0,CHE DES JUSTICES,77170.0,77053,Brie-Comte-Robert,77053000AM0165,2.605547,48.698829
2019-723972,2019-06-05,Vente,74000.0,RUE DE ST MELAINE,49300.0,49099,Cholet,49099000AI0546,-0.888199,47.058612
2019-1275498,2019-03-12,Vente,210110.0,LES BRUCHELLES,86440.0,86158,Migné-Auxances,86158000ZN0272,0.308378,46.65035
2019-522016,2019-06-28,Vente,202500.0,RUE DES GENETS,35310.0,35196,Mordelles,35196000AL0190,-1.838854,48.079607
2019-803227,2019-04-10,Vente,290000.0,KEROUAT BENOAL,56520.0,56078,Guidel,56078000XA0293,-3.517905,47.806729
2019-340765,2019-11-28,Vente,115000.0,RUE PIERRE BROSSOLETTE,29770.0,29168,Plogoff,29168000AR0326,-4.662059,48.036
2019-1311542,2019-11-16,Vente,89000.0,LA POTERNE SUD,89113.0,89196,Valravillon,891962750E1507,3.435269,47.91554
2019-1358342,2019-09-13,Vente,520000.0,RUE DU DOC EMILE ROUX,92110.0,92024,Clichy,92024000AB0080,2.308691,48.898009
2019-468889,2019-07-11,Vente,149000.0,TRIJET,33580.0,33353,Rimons,33353000ZC0060,0.01871,44.688372
2019-1264879,2019-06-14,Vente,110000.0,LES PETITS TROUS,85470.0,85035,Bretignolles-sur-Mer,85035000BR0445,-1.855452,46.621991
2019-1071476,2019-02-07,Vente,220000.0,SAINT LAURENT,74800.0,74244,Saint-Laurent,742440000A1486,6.359418,46.046164
2019-821683,2019-11-12,Vente,131000.0,RUE DE DONZY,58200.0,58086,Cosne-Cours-sur-Loire,58086000AI0292,2.938958,47.409263
2019-90656,2019-11-08,Vente,330000.0,BOUVEIRONNET,7240.0,7244,Saint-Jean-Chambre,072440000E0220,4.559979,44.903178
2019-986240,2019-12-20,Vente en l'état futur d'achèvement,413301.0,IMP PRE-GAUDRY,69007.0,69387,Lyon 7e Arrondissement,69387000BS0188,4.834429,45.73834
2019-291698,2019-01-30,Vente,168720.0,LES CHANEY,25870.0,25133,Châtillon-le-Duc,25133000AR0050,5.998503,47.297235
2019-968234,2019-05-02,Vente,22300.0,LAS CABES,66600.0,66069,Espira-de-l'Agly,660690000C0370,2.815086,42.791568
2019-309374,2019-09-23,Vente,428650.0,CHE DE L'ENFER,26380.0,26231,Peyrins,26231000AI0236,5.051625,45.102099
2019-215667,2019-09-27,Vente,35000.0,LES FIGERASSES,17190.0,17337,Saint-Georges-d'Oléron,17337000DT0391,-1.37287,45.964537
2019-123508,2019-08-08,Vente,131100.0,AV DE L AERODROME,12120.0,12057,Cassagnes-Bégonhès,12057000AB0022,2.527296,44.168083
2019-1310104,2019-02-07,Vente,21000.0,LA RONCE CHARNY,89120.0,89086,Charny Orée de Puisaye,89086000ZL0073,3.116061,47.879148
2019-27956,2019-02-14,Vente,72500.0,LES ECHEROLLES,3150.0,3242,Saint-Loup,03242000ZB0075,3.362626,46.359596
2019-41334,2019-07-25,Vente,83000.0,HAM DU FONTENIL,5100.0,5023,Briançon,050230000B0360,6.657032,44.903014
2019-1457880,2019-09-16,Vente,177000.0,RUE DU CRIQUET,97200.0,97209,Fort-de-France,972090000R0822,-61.039557,14.641838
2019-155424,2019-05-29,Vente,141000.0,RUE DUPERRIER,13100.0,13001,Aix-en-Provence,13001000AP0047,5.443312,43.52953
2019-786591,2019-10-14,Vente,195000.0,LES RAYEUX,54370.0,54297,Laneuveville-aux-Bois,54297000XL0314,6.646975,48.611697
2019-1031617,2019-10-31,Vente,31050.0,LES MARES,71270.0,71357,Pourlans,713570000A0111,5.235096,46.961552
