id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_postal,code_commune,nom_commune,id_parcelle,longitude,latitude
2018-1091370,2018-08-24,Vente en l'état futur d'achèvement,236000.0,RUE PIERRE CURIE,78370.0,78490,Plaisir,78490000BK0265,1.977032,48.804177
2018-811035,2018-06-21,Vente,74500.0,RUE FAIDHERBE,59460.0,59324,Jeumont,59324000AK0877,4.108166,50.296457
2018-103276,2018-07-16,Vente,400000.0,LA BOUSIGUE,11240.0,11004,Alaigne,110040000D0290,2.088337,43.08578
2018-290265,2018-09-11,Vente,193000.0,LE SERRE,26340.0,26371,Véronne,263710000B0100,5.219912,44.747481
2018-275321,2018-05-14,Vente,255000.0,CHE DE LA VOSSELLE,25000.0,25056,Besançon,25056000DS0130,6.006684,47.223904
2018-577661,2018-02-08,Vente,201950.0,CHE DES MOULINS A VENT,41700.0,41094,Fresnes,410940000B1134,,
2018-1210643,2018-04-16,Vente,75000.0,MOULIN CHAPRON,86130.0,86115,Jaunay-Marigny,86115000CN0018,0.350136,46.711655
2018-364706,2018-10-12,Vente,234407.0,AV DES MALADRERIES,30100.0,30007,Alès,30007000BS0640,4.102506,44.122354
2018-730322,2018-03-23,Vente,459450.0,RUE DES GLACIS,54000.0,54395,Nancy,54395000AL0459,6.175133,48.699895
2018-574802,2018-08-20,Vente en l'état futur d'achèvement,144000.0,CHE DE GRAND JEAN,40390.0,40273,Saint-Martin-de-Seignanx,40273000AO0232,-1.390993,43.544638
2018-324050,2018-11-20,Vente,200000.0,KERFLOUS,29390.0,29274,Scaër,292740000M0915,-3.737329,48.02063
2018-212421,2018-12-08,Vente,200500.0,RTE DE POMPIERRE,17600.0,17421,Saujon,174210000B0099,-0.911531,45.666415
2018-363182,2018-04-06,Vente,38223.25,SERRE D ASTEYRARGUES,30340.0,30318,Servas,303180000B0316,4.204996,44.161811
2018-201183,2018-02-02,Vente,155000.0,CITE DE LA CHASSE,17480.0,17093,Le Château-d'Oléron,17093000AE0047,-1.211388,45.886905
2018-97425,2018-11-24,Vente,213000.0,GR GRANDE RUE,10190.0,10240,Messon,102400000C1161,3.906329,48.265159
2018-107220,2018-03-14,Vente,45000.0,LE VILLAGE,11200.0,11332,Saint-André-de-Roquelongue,113320000A1287,2.836834,43.114306
2018-28276,2018-03-10,Vente,60000.0,RTE DE ST DESIRE,3370.0,3072,Chazemais,03072000ZT0042,2.515842,46.483346
2018-386758,2018-10-25,Vente en l'état futur d'achèvement,221000.0,METGE,31700.0,31150,Cornebarrieu,31150000AP0299,1.311711,43.638488
2018-517800,2018-03-23,Vente,516500.0,L AUGEONNIERE,37510.0,37272,Villandry,37272000ZB0022,0.53575,47.326553
2018-468749,2018-05-14,Adjudication,201000.0,RUE DES HORTS,34560.0,34213,Poussan,34213000BH0004,3.671442,43.486439
2018-85894,2018-08-24,Vente,66000.0,RUE JEAN BOURGUIGNON,8000.0,8105,Charleville-Mézières,08105000AK0738,4.714083,49.77636
2018-1209377,2018-02-15,Vente,72000.0,RUE GRIGNION DE MONTFORT,86000.0,86194,Poitiers,86194000BT0078,0.340163,46.58778
2018-458744,2018-10-25,Vente,81032.37,RUE DE LA PALISSADE,34000.0,34172,Montpellier,34172000HW0906,3.868882,43.607542
2018-551734,2018-04-24,Vente,145000.0,LA CROIX,38090.0,38339,Roche,38339000AE0618,5.163872,45.58689
2018-656647,2018-06-15,Vente,156000.0,LES JOLIS,45220.0,45083,Château-Renard,45083000ZX0005,2.944956,47.94775
2018-447437,2018-12-04,Vente,494500.0,LE LUC,33990.0,33203,Hourtin,33203000BC0922,-1.066347,45.191605
2018-285707,2018-01-15,Vente,160000.0,LADEVEAUX,26120.0,26206,Montmeyran,26206000AT0481,4.971511,44.835372
2018-428336,2018-04-20,Vente,249000.0,AUX BRYONS,33450.0,33433,Saint-Loubès,334330000C2958,-0.417363,44.917915
2018-1070816,2018-03-13,Vente en l'état futur d'achèvement,199000.0,RUE DES BONNES VIGNES,77181.0,77139,Courtry,77139000BB0332,2.600834,48.917965
2018-267084,2018-11-20,Vente,303740.0,VACHER,24470.0,24498,Saint-Saud-Lacoussière,244980000B1297,0.831962,45.572276
2018-311003,2018-12-03,Vente,260000.0,RUE DE LA FONTAINE,28320.0,28168,Gallardon,28168000AC0807,1.692338,48.523874
2018-663521,2018-08-06,Vente,96850.0,LE BOURG,46120.0,46034,Le Bourg,46034000AB0073,1.904219,44.708955
2018-1174683,2018-02-28,Vente,248000.0,IMP MAGALI,84000.0,84007,Avignon,84007000HZ0694,4.806825,43.93878
2018-532598,2018-06-06,Vente,57810.0,RUE JEAN MOULIN,38320.0,38158,Eybens,38158000AI0062,5.742961,45.14782
2018-599021,2018-08-01,Vente,188000.0,RUE DE LA ROUTE BLEUE,42590.0,42325,Vendranges,42325000ZE0066,4.137279,45.943302
2018-105741,2018-11-17,Vente,60000.0,RUE DE L ANGUILLE,11800.0,11397,Trèbes,11397000CA0282,2.442253,43.209928
2018-83546,2018-11-05,Vente,80000.0,RTE DE LA CHAUX,7340.0,7172,Peaugres,07172000AY0078,4.731768,45.281538
2018-238788,2018-02-05,Vente,120000.0,RUE DU STAND,21200.0,21054,Beaune,21054000AI0159,4.852581,47.028977
2018-815374,2018-11-15,Vente,32020.0,DROITE DU RAVIN,59730.0,59571,Solesmes,59571000ZC0057,3.515339,50.189512
2018-485439,2018-03-22,Vente terrain à bâtir,62790.0,LE CHAMP MAUVY,35850.0,35120,Gévezé,35120000AK0475,-1.793783,48.21595
2018-501895,2018-06-08,Vente,257500.0,RUE DE BELLE ILE,35890.0,35139,Laillé,35139000AC0306,-1.713931,47.97747
2018-1291282,2018-10-12,Vente,315000.0,RUE DES CAPUCINS,92190.0,92048,Meudon,92048000AC0059,2.226979,48.815281
2018-925645,2018-09-13,Vente,330980.0,RUE DE LA GARENNE,69005.0,69385,Lyon 5e Arrondissement,69385000BD0064,4.773105,45.75091
2018-20434,2018-07-24,Vente,28500.0,SUR LES FOSSES,2220.0,2110,Braine,021100000C0696,3.534344,49.344756
2018-919019,2018-08-03,Vente,125000.0,PRAT DEL BOIX,66150.0,66009,Arles-sur-Tech,660090000C0479,,
2018-1140592,2018-12-05,Vente,164200.0,CHE DU FRAYSSE BAS,82200.0,82112,Moissac,82112000AX0202,1.092249,44.117654
2018-536125,2018-01-24,Vente,75000.0,AV HONORE DE BALZAC,38340.0,38565,Voreppe,38565000BI0520,5.637844,45.294919
2018-1279787,2018-07-20,Vente,235000.0,AV DES GRESILLONS,92600.0,92004,Asnières-sur-Seine,92004000AY0015,2.30165,48.914368
2018-154043,2018-06-21,Vente,206550.0,RUE MARTIN LUTHER KING,13127.0,13117,Vitrolles,13117000BT0335,5.254719,43.445672
2018-1355521,2018-10-15,Vente en l'état futur d'achèvement,164000.0,VILLAGE DE PIERRELAYE,95480.0,95488,Pierrelaye,95488000AB1060,2.160638,49.022524
2018-393222,2018-02-21,Vente,93100.0,LA MANDILLE,31430.0,31476,Saint-Élix-le-Château,314760000A1841,1.134938,43.285675
2018-681830,2018-07-13,Vente,181359.0,GD ASSAY,49380.0,49345,Bellevigne-en-Layon,493451330B0113,-0.484821,47.245821
2018-102520,2018-05-17,Vente,211925.62,MICHARRE,11410.0,11114,Cumiès,11114000ZC0042,1.839908,43.301784
2018-621699,2018-04-23,Vente,126000.0,GR GRAND RUE,44270.0,44119,Paulx,44119000AB0252,-1.755601,46.96107
2018-1181767,2018-07-04,Vente,363000.0,LES IMBARDES,84400.0,84003,Apt,84003000BM0226,5.415833,43.875797
2018-242909,2018-01-24,Vente,80000.0,RUE DES PLATIERES,22370.0,22186,Pléneuf-Val-André,221860000J0752,-2.554647,48.589208
2018-704136,2018-12-21,Vente,150000.0,LA CONTERIE,50190.0,50210,Gorges,50210000ZB0041,-1.406255,49.266891
2018-684859,2018-04-24,Vente,71533.4,GRAND CHAMP,49230.0,49301,Sèvremoine,493012730D0742,-1.241728,47.098873
2018-645115,2018-05-14,Vente,178000.0,LE PATIS POURUE,44390.0,44110,Nort-sur-Erdre,44110000YW0071,-1.561457,47.462969
2018-64499,2018-02-15,Vente,420000.0,AV MAURICE DERCHE,6400.0,6029,Cannes,06029000BI0176,7.015152,43.560825
2018-375277,2018-10-25,Vente,441700.0,BD DE LA MEDITERRANEE,31400.0,31555,Toulouse,31555811AD0281,1.461199,43.586944
2018-1143548,2018-01-31,Vente,158000.0,RUE JEAN JAURES,83600.0,83061,Fréjus,83061000BE0124,6.73499,43.43264
2018-55220,2018-03-07,Vente en l'état futur d'achèvement,370000.0,RTE D ASPREMONT,6690.0,6147,Tourrette-Levens,061470000E1953,7.258993,43.797963
2018-620448,2018-03-26,Vente,128000.0,RUE ABBE LAROSE,44190.0,44064,Gorges,44064000AC0254,-1.303071,47.101981
2018-574396,2018-07-27,Vente en l'état futur d'achèvement,260000.0,JANICOUTON,40130.0,40065,Capbreton,40065000AH0498,-1.413935,43.646084
2018-1147473,2018-08-06,Vente,295000.0,RUE DES CAMPANETTES,83600.0,83061,Fréjus,83061000BK0661,6.734339,43.42619
2018-877065,2018-08-30,Vente,39000.0,BONNABAUD,63230.0,63385,Saint-Pierre-le-Chastel,63385000ZL0022,2.840909,45.791329
2018-1009519,2018-06-14,Vente en l'état futur d'achèvement,49000.0,GR GRAND RUE,74350.0,74096,Cruseilles,740960000D4733,6.106294,46.033407
2018-1103013,2018-09-19,Vente,218000.0,RUE DU COLONEL FABIEN,78520.0,78335,Limay,78335000BA0245,1.750001,48.986029
2018-1009935,2018-06-25,Vente,88800.0,RUE FILATERIE,74150.0,74225,Rumilly,74225000AO0253,5.942775,45.866508
2018-824110,2018-10-29,Vente,133000.0,RUE DU GENERAL LECLERC,60930.0,60041,Bailleul-sur-Thérain,60041000AD0047,2.249032,49.383714
2018-327705,2018-08-22,Vente,120000.0,RUE DE KERANGUENE,29810.0,29201,Ploumoguer,29201000AB0140,-4.720638,48.399673
2018-1284384,2018-06-13,Vente,110000.0,RUE MARTRE,92110.0,92024,Clichy,920240000K0192,2.305106,48.903605
2018-470031,2018-11-13,Vente,249000.0,CHE DES MONTARELS,34140.0,34157,Mèze,34157000CV0215,3.595916,43.427198
2018-1076517,2018-09-27,Vente en l'état futur d'achèvement,186000.0,RUE CHARLES VAILLANT,77144.0,77075,Chalifert,770750000B1621,,
2018-264754,2018-06-19,Vente,23000.0,SOUS LE MOULIN,24300.0,24001,Abjat-sur-Bandiat,240010000B1064,0.76799,45.580465
2018-1414979,2018-06-07,Vente,387000.0,RUE JEAN DE LA FONTAINE,75016.0,75116,Paris 16e Arrondissement,75116000BU0044,2.273028,48.851864
2018-554160,2018-09-18,Vente,245490.0,IMP PIERRE DE TERRAIL,38230.0,38085,Charvieu-Chavagneux,38085000AB0444,5.144197,45.755197
2018-24148,2018-01-30,Echange,43950.0,LES BORDES,3240.0,3281,Le Theil,03281000ZA0043,3.120181,46.386844
2018-753547,2018-10-31,Vente,183100.0,LE GRAND PRE DE SAINT ROCH,56220.0,56196,Rochefort-en-Terre,56196000AC0191,-2.345851,47.698552
2018-306892,2018-10-16,Vente,90000.0,RES JARDINS D AURELIS -BAT F,27210.0,27065,Beuzeville,27065000AI0075,0.350879,49.342324
2018-100046,2018-09-05,Vente,85000.0,LES CHEVREAUX,10160.0,10003,Aix-Villemaur-Pâlis,100030000G0505,3.720953,48.158921
2018-1223400,2018-07-25,Vente,70000.0,RTE DU STADE - CHEZ VIGNETTE,87440.0,87168,Saint-Mathieu,871680000A1786,0.769909,45.706857
2018-1022477,2018-10-23,Vente,285575.0,MTE DES MOENTIEUX,74400.0,74056,Chamonix-Mont-Blanc,740560000G5165,6.85779,45.921438
2018-1111218,2018-07-20,Vente,105000.0,LE POMMIER,79400.0,79114,Exireuil,791140000A0674,-0.186063,46.478527
2018-118172,2018-10-31,Vente,47000.0,AYSSENES,12430.0,12017,Ayssènes,12017000AB0139,2.77878,44.068303
2018-542525,2018-03-26,Vente en l'état futur d'achèvement,25000.0,COULLET,38750.0,38191,Huez,38191000AB0086,6.071493,45.097241
2018-899804,2018-01-05,Vente,108000.0,VILLAGE,65220.0,65178,Fréchède,651780000C0318,0.259033,43.367303
2018-505728,2018-05-31,Vente,340012.1,RUE ALBERT 1ER,35260.0,35049,Cancale,350490000G0689,-1.858811,48.669239
2018-1250877,2018-07-11,Vente,200000.0,SQ LA BRUYERE,91000.0,91228,Évry-Courcouronnes,91228000AC0056,2.438245,48.636829
2018-453194,2018-06-29,Vente,190000.0,RUE DE LA ROUBINE,34130.0,34154,Mauguio,34154000CM0474,3.994351,43.616838
2018-83139,2018-09-17,Vente,123750.0,LES COMBES NORD,7500.0,7102,Guilherand-Granges,07102000AO0577,4.869156,44.925194
2018-96415,2018-09-17,Vente,91250.0,LE GRAND VERGER,10130.0,10251,Montigny-les-Monts,10251000AC0063,3.947543,48.102711
2018-191235,2018-12-26,Vente,33000.0,LA FORET,16150.0,16132,Étagnac,161320000A0059,0.781248,45.916278
2018-297234,2018-02-02,Vente,35000.0,RUE DES LOMBARDS,27000.0,27229,Évreux,27229000XC0043,1.149724,49.027777
2018-825249,2018-03-08,Vente,66500.0,RUE ROGER DUPLESSIS,60140.0,60360,Liancourt,60360000AL0312,2.466634,49.328213
2018-1208777,2018-12-26,Vente en l'état futur d'achèvement,167500.0,RUE CARNOT,85300.0,85047,Challans,85047000AC0693,-1.883013,46.847016
2018-894259,2018-07-25,Vente,325000.0,MARINE,64240.0,64256,Hasparren,642560000C1356,-1.262356,43.437357
2018-1033432,2018-07-11,Vente,85000.0,AV DE CAEN,76100.0,76540,Rouen,76540000NB0117,1.075259,49.430035
2018-275919,2018-07-03,Vente,69300.0,EN BAGEOLE,25340.0,25246,Fontaine-lès-Clerval,252460000D0650,6.469743,47.421401
2018-1372462,2018-01-31,Vente,87500.0,CANTAMERLE,97130.0,97107,Capesterre-Belle-Eau,97107000BE0369,-61.599854,16.014313
2018-1055174,2018-05-02,Vente en l'état futur d'achèvement,277000.0,RUE DE L'ORGE,77240.0,77495,Vert-Saint-Denis,774950000C3025,2.612632,48.573584
2018-156849,2018-12-13,Vente,283125.0,RUE AUGUSTE TOURREL,13220.0,13026,Châteauneuf-les-Martigues,13026000AK0012,5.164308,43.388894
2018-166621,2018-10-30,Vente,129600.0,RES DE L ARC,14000.0,14118,Caen,14118000HB0089,-0.349244,49.194578
2018-1295953,2018-05-14,Vente en l'état futur d'achèvement,369000.0,AV DIVISION LECLERC,92160.0,92002,Antony,92002000CI0138,2.302084,48.73752
2018-1362272,2018-02-12,Vente,313000.0,RUE LAURENCE,95320.0,95563,Saint-Leu-la-Forêt,95563000BL0307,2.235057,49.012925
2018-890921,2018-01-17,Vente,300000.0,RUE SAINTE MADELEINE,64600.0,64024,Anglet,64024000BS0326,-1.538245,43.489148
2018-84114,2018-12-28,Vente,105000.0,LES RIEUX,7130.0,7070,Cornas,070700000B1052,4.822175,44.962488
2018-401543,2018-08-10,Vente,300000.0,A MOUSTEOU,32160.0,32036,Beaumarchés,320360000D1537,0.120873,43.57763
2018-969312,2018-04-03,Vente,245283.0,AV BOUCICAUT,71100.0,71076,Chalon-sur-Saône,71076000DL0083,4.833139,46.789581
2018-356737,2018-12-26,Vente,239000.0,MOULIN DE L AURE,30600.0,30341,Vauvert,30341000AK0072,4.262272,43.706713
2018-388035,2018-12-14,Vente,119000.0,RUE DE LA SOLIDARITE,31830.0,31424,Plaisance-du-Touch,31424000AZ0060,1.287499,43.582419
2018-312978,2018-02-14,Vente,169000.0,ECLUZELLES,28500.0,28136,Écluzelles,281360000B0218,1.420686,48.710126
2018-1059698,2018-11-03,Vente,180000.0,RUE TOURNERIE,77830.0,77354,Pamfou,773540000C0335,2.870111,48.460094
2018-1333790,2018-02-13,Vente,136000.0,RUE GABRIEL PERI,94400.0,94081,Vitry-sur-Seine,940810000I0029,2.400755,48.794376
2018-435330,2018-10-17,Vente,266500.0,IMP DE LA ROSE DES SABLES,33380.0,33555,Marcheprime,33555000AH0291,-0.849185,44.687687
2018-822159,2018-04-20,Vente,219000.0,RUE DES DOMINOTIERS,60110.0,60395,Méru,60395000AK0037,2.140615,49.241562
2018-722541,2018-05-04,Vente,225000.0,LE VERGER,53170.0,53212,Saint-Denis-du-Maine,532120000C0972,-0.527236,47.967045
2018-366882,2018-03-02,Vente,258650.0,RUE FRANCOIS TRUFFAUT,31180.0,31117,Castelmaurou,31117000AE0204,1.537555,43.679475
2018-1089351,2018-05-25,Vente,384100.0,PL MICHEL ANGE,78400.0,78146,Chatou,78146000AB1264,2.163759,48.903724
2018-1213687,2018-09-19,Vente,500000.0,PARC DU PALAIS,86170.0,86281,Saint-Martin-la-Pallu,862810300G0906,0.202564,46.731535
2018-402711,2018-12-13,Vente,169000.0,A MONTAUZET,32400.0,32093,Caumont,320930000C0364,-0.100576,43.684678
2018-1012317,2018-07-05,Vente,463000.0,SUR LES CRETS,74910.0,74235,Saint-Germain-sur-Rhône,742350000B2382,5.825055,46.060862
2018-1081905,2018-01-19,Vente,262000.0,BD ST ANTOINE,78150.0,78158,Le Chesnay-Rocquencourt,78158000AI0671,2.125903,48.816672
2018-752692,2018-08-31,Vente,83000.0,RUE LT FRANCOIS FROMENTIN,56000.0,56260,Vannes,56260000CS0409,-2.767799,47.648726
2018-227343,2018-06-19,Vente,155000.0,LES PALINIERES,19130.0,19195,Saint-Cyprien,191950000A1751,1.349125,45.242695
2018-812420,2018-11-13,Vente,56480.8,SENTIER DE LA MOTTE,59740.0,59062,Beaurieux,590620000B0487,4.132638,50.175422
2018-1224298,2018-09-11,Vente,230000.0,RUE DES ARENES,87000.0,87085,Limoges,87085000DL0144,1.253544,45.829732
2018-57828,2018-01-24,Vente en l'état futur d'achèvement,370000.0,PAS WILSON,6160.0,6004,Antibes,06004000CR0391,,
2018-671742,2018-06-06,Vente,66112.0,DAVAN,47210.0,47241,Saint-Eutrope-de-Born,472410000G0635,0.705721,44.545084
2018-1209900,2018-03-09,Vente,94000.0,ETOURLOUBIER,86700.0,86211,Romagne,862110000F0485,0.301061,46.239835
2018-1280614,2018-09-11,Vente,360000.0,RUE ADOLPHE GUYOT,92270.0,92009,Bois-Colombes,920090000F0026,2.276945,48.918718
2018-937211,2018-04-05,Vente en l'état futur d'achèvement,162000.0,RUE LEON BLUM,69100.0,69266,Villeurbanne,69266000CH0200,4.902211,45.759731
2018-1075337,2018-08-23,Vente en l'état futur d'achèvement,229000.0,RUE DE TORCY,77360.0,77479,Vaires-sur-Marne,77479000AE0095,2.643338,48.866325
2018-223442,2018-03-02,Vente,152000.0,LA CROISETTE,19150.0,19098,Lagarde-Marc-la-Tour,19098000AE0202,1.809219,45.202466
2018-540699,2018-11-15,Vente,200000.0,PINSOT,38580.0,38163,Le Haut-Bréda,38163306AB0340,6.099812,45.354988
2018-656116,2018-03-16,Vente,143000.0,VENTE DES TROIS MARCHAIS,45220.0,45097,Chuelles,450970000H0327,2.952195,47.985547
2018-662362,2018-05-31,Vente,207000.0,FONCAVE,46140.0,46182,Luzech,46182000AC0150,1.266273,44.498058
2018-80402,2018-11-22,Vente,60000.0,RUE DE LA REPUBLIQUE,7000.0,7186,Privas,07186000AP0209,4.597858,44.734805
2018-206283,2018-03-10,Vente,211933.0,RTE DES NORMANDS,17430.0,17216,Lussant,17216000ZK0161,-0.838634,45.937727
2018-284318,2018-09-18,Vente,62000.0,RUE DE LA REPUBLIQUE,25630.0,25526,Sainte-Suzanne,25526000AD0344,6.771488,47.503364
2018-1141117,2018-01-12,Vente,81630.0,A COULYN,82120.0,82163,Saint-Jean-du-Bouzet,82163000AE0185,0.880538,43.9864
2018-460079,2018-12-06,Vente,176758.0,LES MOULIERES,34830.0,34077,Clapiers,34077000CC0080,3.893546,43.653565
2018-304046,2018-03-15,Vente,80000.0,RUE BEAULIEU,27400.0,27375,Louviers,27375000AM0059,1.158847,49.20891
2018-722957,2018-06-29,Vente,48000.0,LA PETITE PIECE,53170.0,53022,La Bazouge-de-Chemeré,530220000C1023,-0.469532,48.007856
2018-1192862,2018-11-29,Vente,300398.6,FIEF DES ROCHAIS,85600.0,85146,Montaigu-Vendée,85146107AD0033,-1.261357,46.96693
2018-605981,2018-10-31,Vente,45000.0,CHE DE LA CIME DU BOURG,43220.0,43163,Riotord,43163000BX0161,4.401869,45.230257
2018-853190,2018-11-26,Vente,89000.0,RUE DU GENERAL LECLERC,62290.0,62617,Nœux-les-Mines,62617000AN0031,2.673965,50.48254
2018-289859,2018-08-16,Vente,81000.0,PICHERES,26600.0,26071,Chanos-Curson,26071000AE0711,4.917059,45.059171
2018-1296719,2018-06-21,Vente,228000.0,RUE DE CHATENAY,92160.0,92002,Antony,920020000R0053,2.293201,48.756
2018-339107,2018-11-28,Vente,87000.0,RUE DU DOCTEUR MAZE,29450.0,29277,Sizun,29277000AB0176,-4.085481,48.407649
2018-305570,2018-01-08,Vente,160000.0,IMP DES PRES,27400.0,27375,Louviers,27375000AB0128,1.178396,49.226385
2018-479723,2018-05-07,Vente,36000.0,PLAN DE CANTAOUSSELS,34290.0,34300,Servian,34300000AW0057,3.32149,43.443449
2018-1239133,2018-09-28,Vente,100000.0,LE BAS DU MARAIS,89240.0,89228,Lindry,892280000C2270,3.42576,47.812726
2018-858799,2018-01-19,Vente,115500.0,RUE DE CAMIERS,62630.0,62318,Étaples,62318000AB0998,1.636323,50.515316
2018-1270055,2018-01-05,Vente,300000.0,PROM SAINT LEUFROY,92150.0,92073,Suresnes,920730000T0261,2.225433,48.868559
2018-738716,2018-08-28,Vente,95000.0,RUE DE MEROUEE,54150.0,54099,Val de Briey,54099342AB0004,5.894171,49.28725
2018-1209369,2018-02-01,Vente,127500.0,RTE DE CLAUNAY,86200.0,86156,Messemé,861560000B0634,0.183662,47.003265
2018-862665,2018-03-22,Vente,360000.0,QUAI DES SALINES,62500.0,62765,Saint-Omer,62765000AD0331,2.261779,50.753556
2018-926209,2018-08-27,Vente,260000.0,CHE DE MONTPELLAS,69009.0,69389,Lyon 9e Arrondissement,69389000CT0013,4.82907,45.800263
2018-83911,2018-12-08,Vente,53270.0,GR GRAND'RUE,7310.0,7012,Arcens,07012000AB0747,4.328549,44.901244
2018-876510,2018-07-03,Vente,210950.0,RTE DES MARTRES D ARTIERE,63720.0,63107,Chavaroux,63107000YC0167,3.264937,45.844458
2018-947858,2018-06-19,Vente,130000.0,RUE JULES CHAUSSE,69630.0,69043,Chaponost,69043000AN0189,4.744067,45.709554
2018-1188329,2018-04-19,Vente,60000.0,RUE DES SPORTS,85430.0,85008,Aubigny-Les Clouzeaux,85008069AE0011,-1.50949,46.629608
2018-704400,2018-02-20,Vente,48977.0,LE BALIGAN,50260.0,50579,Sottevast,505790000A1245,-1.59327,49.528236
2018-829877,2018-11-09,Vente,52000.0,RUE DU COIZEL,60400.0,60471,Noyon,60471000AT0030,3.008689,49.585024
2018-1413099,2018-12-19,Vente,320000.0,RUE ERNEST RENAN,75015.0,75115,Paris 15e Arrondissement,75115000CF0046,2.309545,48.843419
2018-277477,2018-09-21,Vente,65000.0,ROUGEMONTOT,25680.0,25505,Rougemont,25505000AK0257,6.357805,47.482855
2018-944147,2018-11-20,Vente,528320.0,AZIEU,69740.0,69277,Genas,69277000AM0168,5.019723,45.743634
2018-1346129,2018-03-30,Vente,230300.0,RUE JEAN D'ESTIENNE D'ORVES,94170.0,94058,Le Perreux-sur-Marne,94058000AB0184,2.498407,48.840543
2018-1333864,2018-02-22,Vente en l'état futur d'achèvement,282000.0,AV JEAN JAURES,94250.0,94037,Gentilly,940370000K0147,2.350483,48.813981
2018-562165,2018-10-31,Vente,150000.0,RUE REGARD,39000.0,39300,Lons-le-Saunier,39300000AB0799,5.550918,46.675048
2018-314989,2018-12-14,Vente,173000.0,RTE DE BOIS NORMAND,28270.0,28322,Rueil-la-Gadelière,28322000AB0247,0.969155,48.711527
2018-376695,2018-11-28,Vente en l'état futur d'achèvement,241000.0,RUE FRANCOIS LONGAUD,31400.0,31555,Toulouse,31555813AD0076,1.441632,43.58804
2018-564994,2018-02-27,Vente,200000.0,LAPLAINE,40310.0,40124,Herré,401240000B0085,-0.00219,44.018766
2018-1077343,2018-10-19,Vente en l'état futur d'achèvement,161160.0,LES COUDRAIS,77600.0,77058,Bussy-Saint-Georges,77058000ZI0175,2.724421,48.834811
2018-840905,2018-12-03,Vente,110000.0,RUE DE LA BISSONNIERE,61260.0,61484,Val-au-Perche,61484356AD0029,0.686391,48.269145
